nsow,iteration,dh,total_cost,bcr,reliability,satisficing
10,1,0,202478.5585230852,,0.16983828534578274,0.0
10,1,3,240512.48989168467,0.7307999336900634,0.35398117158915854,0.0
10,1,9,181268.73059659748,1.1378425159322008,0.7105296499767633,30.0
10,1,14,202041.9134075449,1.0022816800728447,0.8704152619466582,30.0
10,2,0,240721.5293630447,,0.10633046566484758,0.0
10,2,3,249856.61255497858,0.9353428658956446,0.34662174831912596,0.0
10,2,9,179079.88002247765,1.4006086263765976,0.7730331775907101,60.0
10,2,14,200055.41912476448,1.212499922862937,0.9142913137920949,70.0
10,3,0,147984.778821402,,0.18264625831355116,0.0
10,3,3,202109.47404328847,0.6169112416612768,0.5131432944058922,0.0
10,3,9,166134.64526692187,0.8820441512606754,0.8811426749196416,30.0
10,3,14,195326.42390466636,0.7526172070686922,0.9598673972901223,30.0
10,4,0,208375.55123071413,,0.18184151749416594,0.0
10,4,3,233956.93431916353,0.8189377280783564,0.4499834561064689,0.0
10,4,9,174877.03730680997,1.2177065959829996,0.8400955834602863,40.0
10,4,14,198576.71858207043,1.0512035985193273,0.9464856084912194,40.0
10,5,0,331480.13420001237,,0.07442846064633313,0.0
10,5,3,298096.0088332491,1.2362892406608152,0.2994316956880115,10.0
10,5,9,197001.1090905062,1.873978196591319,0.7181316101341408,70.0
10,5,14,208934.30300882686,1.640360721070103,0.8729986335349839,70.0
10,6,0,189589.76751224656,,0.1736053264733873,0.0
10,6,3,224159.98545467126,0.7553157239450421,0.41861185647900995,0.0
10,6,9,171387.41111208292,1.1182969805690754,0.8089935886138875,60.0
10,6,14,196907.74773105,0.9617600448408659,0.9308791830368417,40.0
10,7,0,241301.99169554235,,0.10846009387204714,0.0
10,7,3,262427.77753868455,0.8504739650837513,0.29960325665779924,0.0
10,7,9,189275.2099525455,1.3381216724702467,0.6806059930252302,40.0
10,7,14,205858.13350154203,1.185211152186865,0.8461525329630277,70.0
10,8,0,165369.20371383755,,0.14641998835065362,0.0
10,8,3,209115.9758619848,0.6903650624755121,0.445911405710602,0.0
10,8,9,167980.12671245736,0.9830316306062272,0.8309660893188608,30.0
10,8,14,196111.57629872224,0.8393563641903921,0.9350542940861905,30.0
10,9,0,210505.33125762586,,0.11496394778839022,0.0
10,9,3,240990.17096761515,0.7842315906855698,0.34485678527831204,0.0
10,9,9,181853.85608587266,1.186205726728753,0.7106461255387224,30.0
10,9,14,203111.6548051545,1.03863550427168,0.8622543609214119,40.0
10,10,0,195205.7997869115,,0.1686426368788077,0.0
10,10,3,223106.31267382103,0.8025231773584631,0.4824700760547224,0.0
10,10,9,170518.313912549,1.1604437893959996,0.864484361139778,60.0
10,10,14,196503.0720841672,0.9932211302855427,0.9573325979881846,60.0
100,1,0,187689.37128669265,,0.16934764904290048,0.0
100,1,3,228806.3545854863,0.7089784244697346,0.4311053616849101,0.0
100,1,9,177104.68697147153,1.0687897856321649,0.8012324481690765,32.0
100,1,14,200775.86141527392,0.9316168149209322,0.916122769144446,27.0
100,2,0,169639.78402723014,,0.19583550903804217,0.0
100,2,3,218042.30110309125,0.6574122017492224,0.47067258074324464,0.0
100,2,9,173558.84098191853,0.9745300776324926,0.8240951611798031,33.0
100,2,14,199160.78827900928,0.84573859930094,0.9276494402688674,30.0
100,3,0,203706.65058926024,,0.16024961594506626,0.0
100,3,3,234389.05864374357,0.7828332232403769,0.4353823122178889,0.0
100,3,9,178302.23567043967,1.1651031059909054,0.8049957229369435,33.0
100,3,14,201392.32955509957,1.0120934369763321,0.9151095193124871,39.0
100,4,0,199793.0210493985,,0.15602875026843413,0.0
100,4,3,233427.9488404836,0.7619356068154076,0.42055096585548346,0.0
100,4,9,178531.60950461632,1.1381777574886727,0.7967278815379918,39.0
100,4,14,201682.88669915698,0.9901245459070986,0.9087039679540179,36.0
100,5,0,217059.4831814541,,0.15341467048718807,0.0
100,5,3,245638.6903640608,0.7977194522942511,0.39035801202158477,1.0
100,5,9,183554.420926525,1.2177491535382405,0.7721944298627474,44.0
100,5,14,204300.2539010657,1.0666730902460595,0.8970273448235259,44.0
100,6,0,187929.38951757015,,0.17133860326660177,0.0
100,6,3,228939.77218374627,0.7097329322562466,0.4282362194554953,0.0
100,6,9,176979.9216636378,1.0711605111713283,0.7915328291096757,28.999999999999996
100,6,14,200570.7694424827,0.9339427291377299,0.9115616640930125,33.0
100,7,0,205323.24759306072,,0.149489131494584,0.0
100,7,3,238311.96734627205,0.7665093976486438,0.4115124053668783,0.0
100,7,9,181644.451799402,1.1538883199691865,0.7850509379251942,39.0
100,7,14,203836.90741900483,1.0077668400170139,0.8985141883475023,34.0
100,8,0,204097.26721706503,,0.15664791404727701,0.0
100,8,3,232077.88372806806,0.8019562125420033,0.42340769594077515,0.0
100,8,9,176163.74999507287,1.1815397232858393,0.8068166118829941,44.0
100,8,14,200075.45442602088,1.0210159000420345,0.9202760432227229,42.0
100,9,0,227922.15522903646,,0.14231645724193875,0.0
100,9,3,250707.29161542832,0.838729260810476,0.39135074576665324,0.0
100,9,9,184706.29556769328,1.2808595545677728,0.7717636181376196,44.0
100,9,14,204393.65120551427,1.1229477139756605,0.8991365381905481,40.0
100,10,0,186321.61777331244,,0.15690471045160911,0.0
100,10,3,225126.41683599658,0.7253438152480146,0.4194184873871184,0.0
100,10,9,174851.21944496065,1.0745460344989388,0.795275974413837,34.0
100,10,14,199659.89611558866,0.9303011007876038,0.9133382794730268,34.0
1000,1,0,204857.3699504835,,0.15505491164653154,0.0
1000,1,3,238658.735389865,0.7607575790821284,0.40665885385264294,0.4
1000,1,9,180947.16250807393,1.1553922625749629,0.7801936074510731,36.8
1000,1,14,202784.3386637644,1.0108325823625388,0.9020181608733913,35.3
1000,2,0,197841.27545441658,,0.15543674048846623,0.0
1000,2,3,232804.6618003046,0.7525329203674274,0.4169569414147051,0.4
1000,2,9,177907.91409033907,1.1295467691172905,0.7983831560757666,36.8
1000,2,14,201139.4595891535,0.982765406622057,0.9142760633611067,35.6
1000,3,0,197370.065828143,,0.16931201770543497,0.0
1000,3,3,232569.47585829007,0.7508623701727213,0.4254988704888136,0.3
1000,3,9,177898.85499782997,1.1265432561923248,0.7959797298333965,38.3
1000,3,14,201137.5213149733,0.9803132388209735,0.9123295634029109,37.5
1000,4,0,203096.23038657932,,0.15939846366484556,0.0
1000,4,3,236441.70585772378,0.7639843191340592,0.41590228684302805,0.6
1000,4,9,179448.41850269114,1.1536869557671292,0.7867627590630433,36.199999999999996
1000,4,14,201837.4850550383,1.006577547847317,0.9064125149836088,37.0
1000,5,0,199036.4720023621,,0.15578656090348372,0.0
1000,5,3,234400.32152006228,0.7496984852057885,0.4146154241475468,0.1
1000,5,9,179013.22090361398,1.1301309618427773,0.788073159733669,36.6
1000,5,14,201764.99594052654,0.9857421542657447,0.9064598521901118,37.2
1000,6,0,197446.4412412712,,0.1610432111198947,0.0
1000,6,3,232959.11842888725,0.7486450990011958,0.41547032774501313,0.0
1000,6,9,177974.20195630591,1.126549940111557,0.7918511201571533,38.800000000000004
1000,6,14,201085.83664426315,0.980982414155866,0.9115586626214176,36.9
1000,7,0,194934.36991991822,,0.16577763802312187,0.0
1000,7,3,230466.6631599862,0.7485062586964789,0.43054433322990987,0.6
1000,7,9,176830.96552609236,1.1176538922065762,0.8059092294171273,39.300000000000004
1000,7,14,200577.38773740982,0.9705125264279061,0.9186648978094305,34.1
1000,8,0,198306.7824918643,,0.1612100595439554,0.0
1000,8,3,234132.77043830595,0.7464275192239681,0.4166740072456762,0.4
1000,8,9,178793.84499278065,1.1268144375062301,0.7881582076150396,35.6
1000,8,14,201561.0738014496,0.9829947676773511,0.9069730091883853,33.6
1000,9,0,202978.43730927826,,0.15813535522874725,0.0
1000,9,3,236650.05706859782,0.7616759050195027,0.40890202338937287,0.3
1000,9,9,179539.84385975747,1.1523272466986467,0.7850896739623995,39.300000000000004
1000,9,14,201892.21423973737,1.005676036314683,0.9067618578372268,35.5
1000,10,0,203021.9204510225,,0.15685295137771454,0.0
1000,10,3,236883.27369694246,0.7603329918539128,0.4107266386001784,0.4
1000,10,9,179956.57677572776,1.1499014991570462,0.7827137142167558,37.0
1000,10,14,202225.31220815092,1.0041626599930584,0.9027720284218373,37.3
10000,1,0,198529.456813127,,0.16111403154930048,0.0
10000,1,3,233866.2499285129,0.7498899875047886,0.4175835160899348,0.37
10000,1,9,178622.4235496656,1.1293756629847362,0.7913158230092904,37.3
10000,1,14,201509.31235535396,0.984428826136662,0.9093548722096675,36.22
10000,2,0,201397.85352443956,,0.15823373105562996,0.0
10000,2,3,235311.81616722897,0.759960628213969,0.41521248898495133,0.43
10000,2,9,179120.85447504654,1.1447780532228051,0.7890696847872453,36.559999999999995
10000,2,14,201766.32054808352,0.9980745831444642,0.9075631517552106,35.839999999999996
10000,3,0,199806.88405915376,,0.16027620727359568,0.0
10000,3,3,234352.1414352188,0.755492392143079,0.41596500512705853,0.5
10000,3,9,178615.0779042912,1.137725392570758,0.7909867659129397,37.15
10000,3,14,201447.15493448786,0.9914287982686204,0.9097237245013413,36.39
10000,4,0,201128.8997328853,,0.15941019581379293,0.0
10000,4,3,235053.58997175313,0.7598846994453211,0.41495898154433325,0.52
10000,4,9,178842.66446874218,1.1448380793146364,0.7896421862602426,36.61
10000,4,14,201541.5083807095,0.9978439219949614,0.908771847545208,36.22
10000,5,0,200182.00428851123,,0.16173269981730878,0.0
10000,5,3,234974.47461068592,0.7537426455591554,0.41798022150816405,0.4
10000,5,9,179131.16139889913,1.1368092733451103,0.7895474124376944,36.29
10000,5,14,201792.84029330206,0.9915826095793967,0.9077001604836196,35.49
10000,6,0,198643.60028108116,,0.16173542272585986,0.0
10000,6,3,233847.0431641991,0.7508338260741196,0.41753382879736856,0.41000000000000003
10000,6,9,178499.20525780052,1.1309182753186495,0.7909739489550176,36.52
10000,6,14,201406.08185964724,0.9855647093140717,0.9093817872380987,36.13
10000,7,0,200005.32276311747,,0.16023984745388434,0.0
10000,7,3,234826.28521999664,0.7535409813010642,0.41557933678489556,0.35000000000000003
10000,7,9,179015.11526266276,1.1364152043962743,0.7891873385095289,36.27
10000,7,14,201717.42503840855,0.9910534447651613,0.9080327138551183,35.74
10000,8,0,200691.9961911562,,0.15868977169014314,0.0
10000,8,3,234648.25000437046,0.7596612958685336,0.4157620365916722,0.44
10000,8,9,178697.8186707262,1.1429399981830768,0.7915320622919364,38.15
10000,8,14,201522.73547654256,0.9956589889460924,0.9097949370448798,36.89
10000,9,0,199490.53310345576,,0.16088450837113077,0.0
10000,9,3,234424.20862297353,0.7527432103937587,0.4151433723018359,0.44
10000,9,9,178779.28259784446,1.1346022649354084,0.788593900727772,37.11
10000,9,14,201579.16724952904,0.9890858852167359,0.9077599719643508,36.16
10000,10,0,201548.4783699931,,0.1575714106680507,0.0
10000,10,3,235639.1907556178,0.7587096125871485,0.4128008346389861,0.37
10000,10,9,179294.0195003397,1.1446315647602092,0.7863121875423114,36.6
10000,10,14,201843.0694921719,0.9984606201485144,0.9060480272922561,35.839999999999996
